donor,announcement_date,source_reported_value,reporting_currency,aid_type_general,aid_type_specific,measure,explanation
Lithuania,24.07.23,200.000.000,EUR,Military,Budgetary appropriations,Commitment,"The government of Lithuania decided to contribute EUR 200 million to aid the Ukrainian military. It will focus on the purchase of lethal and nonlethal instruments, military training and training, financial contributions to support funds, repair of military equipment in Lithuania, and personnel training. The program will span a timeframe from 2024-2026."
Lithuania,24.01.24,22.300.000,EUR,Military,Weapons,Allocation,"According to the Ministry of National Defence, Lithuania's package of January is worth EUR 22.3 million and it is planned to include deliveries of ammunition, drones, power generators, detonations systems, and warm clothing."
Lithuania,24.01.24,22.300.000,EUR,Military,Weapons,Allocation,"According to the Ministry of National Defence, Lithuania's package of January is worth EUR 22.3 million and it is planned to include deliveries of ammunition, drones, power generators, detonations systems, and warm clothing."
Lithuania,24.01.24,22.300.000,EUR,Military,Weapons,Allocation,"According to the Ministry of National Defence, Lithuania's package of January is worth EUR 22.3 million and it is planned to include deliveries of ammunition, drones, power generators, detonations systems, and warm clothing."
Lithuania,24.01.24,22.300.000,EUR,Military,Weapons,Allocation,"According to the Ministry of National Defence, Lithuania's package of January is worth EUR 22.3 million and it is planned to include deliveries of ammunition, drones, power generators, detonations systems, and warm clothing."
Lithuania,24.01.24,22.300.000,EUR,Military,Weapons,Allocation,"According to the Ministry of National Defence, Lithuania's package of January is worth EUR 22.3 million and it is planned to include deliveries of ammunition, drones, power generators, detonations systems, and warm clothing."
Lithuania,12.03.24,15.000.000,EUR,Military,Funding for Weapon Acquisition Program,Allocation,"According to the Ministry of Defence (source of Aid 1) Lithuania has allocated EUR 15 million to the Demining Coalition Fund, leaded by Lithuania itself and Iceland "
Lithuania,05.04.24,2.000.000,EUR,Military,Funding for Weapon Acquisition Program,Allocation,"According to the Prime Minister of Lithuania (Aid 1), following the meeting of the PM of Ukraine and Lithuania on 4.05.2024, was reached an agreement on buying 3000 FPV Lithuanian drones by the governmnet of Lithuania in the nearest future. According to this source the estimated price of 3000 drones is around EUR 2 million. They should reach ukrainian soldiers this year. Additionally, the source of Aid 3 mentions that these drones are going to be supplied in the framework of drone coapition led by Latvia. "
Lithuania,10.04.24,35.000.000,EUR,Military,Funding for Weapon Acquisition Program,Allocation,According to the minister of National Defence Lithuania allocated EUR 35 million to the multilateral initiative raised by Czechia on the acquisition to ammunition and its transfer to Ukraine 
Lithuania,19.04.24,24.484.776,EUR,Military,Weapons,Allocation,"The official source of Aid 1 (from April 23rd 2024) says that this year have been send armored vehicles M577, anti-drone systems, equipment necessary for the winter season and sets of warm clothes, ammunition for the anti-tank grenade launcher ""Carl Gustaf"", remote detonation systems RISE-1, generators. According to the Source of Aid 2, on April 20th 2024 parts disassembled light attack aircraft L-39ZA ""Albatros""  were handed over to Ukrainian army. According to the source of Aid 1, on April 20th 2024 parts disassembled light attack aircraft L-39ZA ""Albatros""  were handed over to Ukrainian army. According to Source of aid 2, during this 2024, Lithuanian military aid reached approximately EUR 84 million. Our dataset recorded less so far, therefore, we assume the difference covers this package."
Lithuania,19.04.24,24.484.776,EUR,Military,Weapons,Allocation,"The official source of Aid 1 (from April 23rd 2024) says that this year have been send armored vehicles M577, anti-drone systems, equipment necessary for the winter season and sets of warm clothes, ammunition for the anti-tank grenade launcher ""Carl Gustaf"", remote detonation systems RISE-1, generators. According to the Source of Aid 2, on April 20th 2024 parts disassembled light attack aircraft L-39ZA ""Albatros""  were handed over to Ukrainian army. According to the source of Aid 1, on April 20th 2024 parts disassembled light attack aircraft L-39ZA ""Albatros""  were handed over to Ukrainian army. According to Source of aid 2, during this 2024, Lithuanian military aid reached approximately EUR 84 million. Our dataset recorded less so far, therefore, we assume the difference covers this package."
Lithuania,19.04.24,24.484.776,EUR,Military,Weapons,Allocation,"The official source of Aid 1 (from April 23rd 2024) says that this year have been send armored vehicles M577, anti-drone systems, equipment necessary for the winter season and sets of warm clothes, ammunition for the anti-tank grenade launcher ""Carl Gustaf"", remote detonation systems RISE-1, generators. According to the Source of Aid 2, on April 20th 2024 parts disassembled light attack aircraft L-39ZA ""Albatros""  were handed over to Ukrainian army. According to the source of Aid 1, on April 20th 2024 parts disassembled light attack aircraft L-39ZA ""Albatros""  were handed over to Ukrainian army. According to Source of aid 2, during this 2024, Lithuanian military aid reached approximately EUR 84 million. Our dataset recorded less so far, therefore, we assume the difference covers this package."
Lithuania,19.04.24,24.484.776,EUR,Military,Weapons,Allocation,"The official source of Aid 1 (from April 23rd 2024) says that this year have been send armored vehicles M577, anti-drone systems, equipment necessary for the winter season and sets of warm clothes, ammunition for the anti-tank grenade launcher ""Carl Gustaf"", remote detonation systems RISE-1, generators. According to the Source of Aid 2, on April 20th 2024 parts disassembled light attack aircraft L-39ZA ""Albatros""  were handed over to Ukrainian army. According to the source of Aid 1, on April 20th 2024 parts disassembled light attack aircraft L-39ZA ""Albatros""  were handed over to Ukrainian army. According to Source of aid 2, during this 2024, Lithuanian military aid reached approximately EUR 84 million. Our dataset recorded less so far, therefore, we assume the difference covers this package."
Lithuania,29.05.24,13.500.000,EUR,Military,Funding for Weapon Acquisition Program,Allocation,"The official Source of Aid 1 says that Lithuania allocates additional EUR 13,5 million as a contribution to the Coalition of Air Defence Capabilities led by Germany, France and the United States and, in support of the initiative put forward by Germany for immediate action on air defence, will direct these funds to buy mobile air surveillance radars for Ukraine. Source of Aid 2 specifies that it´s about 6 units of AMBER 1800 radar systems"
Lithuania,13.06.24,16.000.000,EUR,Military,Funding for Weapon Acquisition Program,Allocation,"According to the Ministry of Defence (Source of Aid 1), Lithuania has allocated EUR 16 million to the International Fund led by the United Kindom for the purchase of air defence equipment. Additionally to the funding, the package of Lithuania´s material support to Ukraine was announced, which consists of M113 armoured vehicles (official Source of Aid 2, specifies the number of 14 pcs.), 5.56 mm caliber ammunition, anti-drone systems and reconnaissance drone systems, and other much-needed items - electric generators, field berths, truck tires. This entry reports EUR 16 million contribution to the International Fund. "
Lithuania,11.07.24,2.000.000,EUR,Military,Weapons and equipment,Allocation,"According to the Ministry of Defense (Source of Aid 1), Lithuania has allocated an additional military aid package. The number of items is not disclosed. Source of Aid 2 indicates that the total military aid provided by Lithiania until the end of August 2024 is 647 million EUR. The last figure disclosed at the beginning of July was around 641 million EUR. Thus, we assume that all packages provided during this period share this 6 million EUR increase, and thus have a value of about 2 million EUR each."
Lithuania,11.07.24,2.000.000,EUR,Military,Weapons and equipment,Allocation,"According to the Ministry of Defense (Source of Aid 1), Lithuania has allocated an additional military aid package. The number of items is not disclosed. Source of Aid 2 indicates that the total military aid provided by Lithiania until the end of August 2024 is 647 million EUR. The last figure disclosed at the beginning of July was around 641 million EUR. Thus, we assume that all packages provided during this period share this 6 million EUR increase, and thus have a value of about 2 million EUR each."
Lithuania,11.07.24,2.000.000,EUR,Military,Weapons and equipment,Allocation,"According to the Ministry of Defense (Source of Aid 1), Lithuania has allocated an additional military aid package. The number of items is not disclosed. Source of Aid 2 indicates that the total military aid provided by Lithiania until the end of August 2024 is 647 million EUR. The last figure disclosed at the beginning of July was around 641 million EUR. Thus, we assume that all packages provided during this period share this 6 million EUR increase, and thus have a value of about 2 million EUR each."
Lithuania,15.08.24,2.000.000,EUR,Military,Equipment,Allocation,"According to the Ministry of Defense (Source of Aid 1), Lithuania has allocated an additional military aid package. The number of items is not disclosed. Source of Aid 2 indicates that the total military aid provided by Lithiania until the end of August 2024 is 647 million EUR. The last figure disclosed at the beginning of July was around 641 million EUR. Thus, we assume that all packages provided during this period share this 6 million EUR increase, and thus have a value of about 2 million EUR each."
Lithuania,15.08.24,2.000.000,EUR,Military,Equipment,Allocation,"According to the Ministry of Defense (Source of Aid 1), Lithuania has allocated an additional military aid package. The number of items is not disclosed. Source of Aid 2 indicates that the total military aid provided by Lithiania until the end of August 2024 is 647 million EUR. The last figure disclosed at the beginning of July was around 641 million EUR. Thus, we assume that all packages provided during this period share this 6 million EUR increase, and thus have a value of about 2 million EUR each."
Lithuania,15.08.24,2.000.000,EUR,Military,Equipment,Allocation,"According to the Ministry of Defense (Source of Aid 1), Lithuania has allocated an additional military aid package. The number of items is not disclosed. Source of Aid 2 indicates that the total military aid provided by Lithiania until the end of August 2024 is 647 million EUR. The last figure disclosed at the beginning of July was around 641 million EUR. Thus, we assume that all packages provided during this period share this 6 million EUR increase, and thus have a value of about 2 million EUR each."
Lithuania,28.08.24,2.000.000,EUR,Military,Equipment,Allocation,"According to the Ministry of Defense (Source of Aid 1), Lithuania has allocated an additional military aid package. The number of items is not disclosed. Source of Aid 2 indicates that the total military aid provided by Lithiania until the end of August 2024 is 647 million EUR. The last figure disclosed at the beginning of July was around 641 million EUR. Thus, we assume that all packages provided during this period share this 6 million EUR increase, and thus have a value of about 2 million EUR each."
Lithuania,28.08.24,2.000.000,EUR,Military,Equipment,Allocation,"According to the Ministry of Defense (Source of Aid 1), Lithuania has allocated an additional military aid package. The number of items is not disclosed. Source of Aid 2 indicates that the total military aid provided by Lithiania until the end of August 2024 is 647 million EUR. The last figure disclosed at the beginning of July was around 641 million EUR. Thus, we assume that all packages provided during this period share this 6 million EUR increase, and thus have a value of about 2 million EUR each."
Lithuania,28.08.24,2.000.000,EUR,Military,Equipment,Allocation,"According to the Ministry of Defense (Source of Aid 1), Lithuania has allocated an additional military aid package. The number of items is not disclosed. Source of Aid 2 indicates that the total military aid provided by Lithiania until the end of August 2024 is 647 million EUR. The last figure disclosed at the beginning of July was around 641 million EUR. Thus, we assume that all packages provided during this period share this 6 million EUR increase, and thus have a value of about 2 million EUR each."
Lithuania,12.09.24,32.000.000,EUR,Military,Weapons,Allocation,"Ukraine will receive M113 armored personnel carriers, as well as ATVs with spares for its Armed Forces still this week. The aid comes as a reinforcement for the demining capabilities of the Ukrainian military and advances the purpose of the Lithuanian-Icelandic-headed Demining Coalition. Since the outbreak of the war, Lithuania has provided Ukraine with over 679 million euros worth of military assistance. Given that the last statement of the same kind registered 647 million (LTM27_12), we assume that this package brings a value of 679 – 647 million EUR."
Lithuania,12.09.24,32.000.000,EUR,Military,Equipment,Allocation,"Ukraine will receive M113 armored personnel carriers, as well as ATVs with spares for its Armed Forces still this week. The aid comes as a reinforcement for the demining capabilities of the Ukrainian military and advances the purpose of the Lithuanian-Icelandic-headed Demining Coalition. Since the outbreak of the war, Lithuania has provided Ukraine with over 679 million euros worth of military assistance. Given that the last statement of the same kind registered 647 million (LTM27_12), we assume that this package brings a value of 679 – 647 million EUR."
Lithuania,30.09.24,4.000.000,EUR,Military,Equipment,Allocation,"According to Source of aid 1, a shipment of logistical supplies, ammunition, laptops and other items are reaching Ukraine this week. Lithuanian military assistance this far amounts to over EUR 683 million. Given that the last statement of this kind reported 679 million EUR (LTM27_13), we assume that this last package brings a value of (683 – 679) million EUR"
Lithuania,30.09.24,4.000.000,EUR,Military,Equipment,Allocation,"According to Source of aid 1, a shipment of logistical supplies, ammunition, laptops and other items are reaching Ukraine this week. Lithuanian military assistance this far amounts to over EUR 683 million. Given that the last statement of this kind reported 679 million EUR (LTM27_13), we assume that this last package brings a value of (683 – 679) million EUR"
Lithuania,30.09.24,4.000.000,EUR,Military,Equipment,Allocation,"According to Source of aid 1, a shipment of logistical supplies, ammunition, laptops and other items are reaching Ukraine this week. Lithuanian military assistance this far amounts to over EUR 683 million. Given that the last statement of this kind reported 679 million EUR (LTM27_13), we assume that this last package brings a value of (683 – 679) million EUR"
Lithuania,04.11.24,10.000.000,EUR,Military,Weapons,Allocation,"According to Source of aid 1, Lithuania has allocated additional EUR 10 million for acquiring different type of drones from Lithuanian manufacturers for Ukraine next year."
Lithuania,25.11.24,22.000.000,EUR,Military,Equipment,Allocation,"According to Source of aid 1, Lithuania’s latest contribution of power generators, M113 spare parts and different types of weapons and weapon parts reached the Armed Forces of Ukraine. Lithuanian military assistance this far amounts to over EUR 705 million. Given that the last statement of this kind reported 683 million EUR (LTM27_14), we assume that this last package brings a value of (705 – 683) million EUR "
Lithuania,25.11.24,22.000.000,EUR,Military,Equipment,Allocation,"According to Source of aid 1, Lithuania’s latest contribution of power generators, M113 spare parts and different types of weapons and weapon parts reached the Armed Forces of Ukraine. Lithuanian military assistance this far amounts to over EUR 705 million. Given that the last statement of this kind reported 683 million EUR (LTM27_14), we assume that this last package brings a value of (705 – 683) million EUR "
Lithuania,12.12.24,16.000.000,EUR,Military,Equipment,Allocation,"According to Source of aid 1, Lithuania continues rendering unwavering support to Ukraine. This week the country will received trailers for tracked vehicles and ammunition. Lithuanian military assistance this far amounts to over EUR 721 million. Given that the last statement of this kind reported 705 million EUR (LTM27_16), we assume that this last package brings a value of (721 – 705) million EUR."
Lithuania,12.12.24,16.000.000,EUR,Military,Equipment,Allocation,"According to Source of aid 1, Lithuania continues rendering unwavering support to Ukraine. This week the country will received trailers for tracked vehicles and ammunition. Lithuanian military assistance this far amounts to over EUR 721 million. Given that the last statement of this kind reported 705 million EUR (LTM27_16), we assume that this last package brings a value of (721 – 705) million EUR."
Lithuania,20.12.24,10.000.000,EUR,Military,Weapons,Allocation,"According to Source of aid 1, earlier this week, Lithuania has transferred EUR 10 million to support Ukraine’s defence industry through strengthening Ukraine’s long-range capability. We assume these EUR 10 million are procurement from the Ukrainian defence industry for the production of some long-range kind of weapons."
Lithuania,20.12.24,5.000.000,EUR,Military,Weapons and equipment,Allocation,"According to Source 1 (same source of the entry above), since the start of the war, Lithuania has rendered over EUR 736 million worth of military assistance to Ukraine. The last military entry providing the overall military assistance given by Lithuania is LTM27_17, which states that this amount was 721 million EUR. Therefore, the new military aid is considered to be the difference between 736 and 721. Inside these 15 million EUR, however, the 10 million EUR of LTM27_18 have to be considered. Therefore, this entry records the 5 million EUR missing. No more details are available."
Lithuania,23.02.22,1.800.000,EUR,Humanitarian,Equipment,Allocation,Shipment of first necessity items and equipment. The donations fall within the framework of the EU Civil Protection Mechanism (UCPM). No further information regarding the shipment has been disclosed. 
Lithuania,28.02.22,4.000.000,EUR,Humanitarian,Equipment,Allocation,"The Lithuanian government approved a medical aid package to Ukraine worth 4 million EUR. According to ""Source of Aid 1"", it includes ""medication, face masks, surgical kits, bandages, surgery gowns, various kits to stop bleeding and treat bone fractures, as well as burn wounds"". Particular amounts remain undisclosed."
Lithuania,until 4/9/2022,34.200.000,EUR,Humanitarian,Equipment,Allocation,"According to ""Source of Aid 1"", Lithuania expressed that it sent in-kind humanitarian and financial assistance worth 40 million EUR. Since no further information is provided, we include the total sum to avoid underestimating the true support. However, we take into account LTH1 and LTH2, and substract it from the mentioned aggregate sum (40-4-1.8=34.2)."
Lithuania,05.05.22,2.000.000,EUR,Humanitarian,Assistance,Allocation,"During the High-Level International Donor's Conference for Ukraine on May 5, 2022, Lithuania announced to provide additional 2 million EUR to support internally displaced people in Ukraine (01:44:52 in ""Source of Aid 1"")."
Lithuania,11.07.22,10.000.000,EUR,Humanitarian,Assistance,Allocation,Lithuanian government approves 10 million euros in aid for Ukraine's rebuilding needs
Lithuania,18.11.22,5.000.000,EUR,Humanitarian,Assistance,Allocation,Lithuania provides EUR5m to help Ukraine rebuild energy infrastructure. Source of aid 3 specifies the details.
Lithuania,30.11.22,4.000.000,EUR,Humanitarian,Assistance,Allocation,Lithuania provides additional 4 million EUR to help Ukraine rebuild energy infrastructure.
Lithuania,07.06.23,50.000,EUR,Humanitarian,Assistance,Allocation,"Lithuania will send humanitarian aid to Ukraine in response to the destruction of the Kakhovska HPP dam. We divide this aid into two entries, one of which represents 50000 EUR financial aid and the other represents in-kind humanitarian aid estimated with our prices."
Lithuania,14.08.23,6.000.000,EUR,Humanitarian,Assistance,Allocation,Lithuania will allocate 6 million euros for the development of the Ukrainian rehabilitation system.
Lithuania,16.08.23,800.000,EUR,Humanitarian,Assistance,Allocation,Lithuania will prepare a standard school project for Ukraine for 500000 euros and will also allocate 300000 euros to strengthen the administrative capacity of the Agency for the Reconstruction of Ukraine.
Lithuania,25.01.24,500.000,EUR,Humanitarian,Assistance,Allocation,"According to the Lithuanian Minsitry of Foreign Affairs, the EU allocated EUR 15 million to construct new school shelters in Ukraine, and Lithuania will contribute with an additional EUR 0.5 million, and assume responsibility for implementing this project."
Lithuania,08.03.24,5.000.000,EUR,Humanitarian,Reconstruction ,Allocation,"According to the Minister of Finance (Aid 1), Lithuania allocates EUR 5million for education. Specifically, for the reconstruction and adaptation of destroyed schools and kindergardens by installing shelters in them "
Lithuania,05.04.24,15.000.000,EUR,Humanitarian,Assistance,Allocation,"According to the official resource of the Government of Lithuania, PM annouced on 4.05.2024 that Lithuania will contrubite to the development of the infrastructure and service development of the three rehabilitation centers in Lviv, Dnipro and Zhytomyr areas. From the Funds of the Lithuanian Development Cooperation Fund and the Ministry of National Defence, it is planned to allocate up to EUR 15 million for this purpose "
Lithuania,05.06.24,1.350.000,EUR,Humanitarian,Reconstruction,Allocation,"According to Source of Aid 1, the Cabinet of Ministers of Lithuania has approved two new initiatives for bilateral support to Ukraine: the restoration of Zelenyy Hai School in Shevchenkova municipality, Mykolaiv region, and a rehabilitation and reintegration program for war wounded in Ukraine. The latter includes three projects: the reconstruction of the rehabilitation center at the Dnipro State University Hospital, the ""Unbroken"" project for the reconstruction of the Lviv city rehabilitation center in Briukhovychi village, and the strengthening of institutions involved in rehabilitation. The school reconstruction project is estimated at €2.7 million, with €1.35 million coming from state budget appropriations. Up to €10 million has been earmarked for financing the rehabilitation program. This entry records €1.35 million for the restoration of Zelenyy Hai School."
Lithuania,05.06.24,10.000.000,EUR,Humanitarian,Reconstruction,Allocation,"According to Source of Aid 1, the Cabinet of Ministers of Lithuania has approved two new initiatives for bilateral support to Ukraine: the restoration of Zelenyy Hai School in Shevchenkova municipality, Mykolaiv region, and a rehabilitation and reintegration program for war wounded in Ukraine. The latter includes three projects: the reconstruction of the rehabilitation center at the Dnipro State University Hospital, the ""Unbroken"" project for the reconstruction of the Lviv city rehabilitation center in Briukhovychi village, and the strengthening of institutions involved in rehabilitation. The school reconstruction project is estimated at €2.7 million, with €1.35 million coming from state budget appropriations. Up to €10 million has been earmarked for financing the rehabilitation program. This entry records € 10 million for the rehabilitation centers. "
Lithuania,16.07.24,50.000.000,EUR,Humanitarian,Equipment,Allocation,Lithuania to transfer over EUR 50 million worth of energy equipment to Ukraine.
Lithuania,11.09.24,500.000,EUR,Humanitarian,Assistance,Allocation,"According to Source of aid 1, a winner of a competition for an adaptive technical school design for the ""Future School for Ukraine"" has been selected. This competition was initiated by Lithuania and organised together with architectural and educational experts from Ukraine. The project, that will be used as a standard for the construction of new schools throughout Ukraine, is funded with 500,000 EUR from the Development Cooperation and Humanitarian Aid Fund, which is administered by the Ministry of Foreign Affairs of Lithuania"
Lithuania,07.10.24,4.000.000,EUR,Humanitarian,Contribution,Allocation,Lithuania’s state-owned Ignitis Group’s allocates 4 million EUR donation to the Ukraine Energy Support Fund (UESF). This humanitarian contribution will be used to increase the capacity of one of Ukraine's power plants by additional 120 MW
Lithuania,23.12.24,20.000,EUR,Humanitarian,Contribution,Allocation,"Lithuania has transferred €20,000 to the International Telecommunication Union (ITU) Special Fund in Trust for Ukraine, aimed at rebuilding the country’s telecommunications sector, which has been devastated by Russia's military invasion. This contribution will help finance the planning and design of communication station restoration projects."
Lithuania,07.03.22,5.000.000,EUR,Financial,Grant,Allocation,"Together with Iceland and Latvia, Lithuania has contributed 12 million EUR to the Multi Donor Trust Fund set up by the World Bank to facilitate financial support to the Ukraine. Latvia contributed 5 million EUR through this vehicle (LVF1). We attribute another 5 million EUR to Lithuania (see ""Source of Aid 2""). The contribution is part of the Emergency Financing Package established by the World Bank thats amounts to 723 million USD in total. Other countries have contributed to this Emergency Financing Package: the Netherlands with 89 million USD, Sweden with 50 million USD, the United Kingdom with 100 million USD, Denmark with 22 million USD, Latvia + Lithuania + Iceland with 12 million USD and Japan with 100 million USD."
Lithuania,26.06.22,10.000.000,EUR,Financial,Guarantee,Allocation,"According to the official WB list, the Lithuania comitted to a guarantee of PEACE IPF, which was not listed in the previous donations. The project's official documents state that it started in June 2022, but the value was not assigned to each donor at the time."
Lithuania,30.11.22,5.000.000,EUR,Financial,Grant,Allocation,Lithuania allocates 5 million EUR through the World Bank URTF for urgent reconstruction works in Ukraine.
Lithuania,13.04.23,10.000.000,EUR,Financial,Grant,Allocation,"Lithuania commits to provide EUR 10 million through the World Bank (WB) Facility to finance Ukraine’s reconstruction process and to strengthen Moldova’s resilience. Since we do not know which part goes to Ukraine, we report the total value of the package following our upper-bound approach. Later in June, the government approved allocation of the funds (Source of aid 2)."
Lithuania,07.06.23,10.000.000,EUR,Financial,Grant,Allocation,"Lithuania commits to provide EUR 10 million contribution to the EU for Ukraine Fund, newly established by the European Investment Bank."
Lithuania,13.09.23,1.500.000,EUR,Financial,Guarantee,Allocation,Lithuania allocates EUR 1.5 million to support reforms in Ukraine
Lithuania,19.11.24,10.000.000,EUR,Financial,Grant,Allocation,"Lithuania will contribute EUR 10 million to the Ukraine Relief, Recovery, Reconstruction and Reform Trust Fund by the World Bank. The Fund contributes to the reconstruction of the country's damaged energy infrastructure, homes, schools, hospitals and other urgent financing needs of Ukraine."
Luxembourg,28.02.22,50.000.000,EUR,Military,Weapons and equipment,Allocation,"Following ""Source of Aid 1"", Luxembourg's defense minister stated on April 25 that the country has provided 50 million EUR in military and financial support to Ukraine until this date. As the government does not provide a detailed breakdown of the total amount (see ""Source of Aid 1""), we report the total as military support. Here, we list the two announcements that belong to this 50 million EUR package. First, on February 28 it was announced that Luxembourg would send lethal weapons and equipment. We do not include the military equipment provided to NATO since this is not a direct flow into Ukraine (i.e. not a sovereign-to-sovereign flow). For the same reson, we do not include Luxembourg's contribution to the European funding of 250 million EUR, which refers probably to the EU Civil Protection Mechanism (see ""Source of Aid 2"" and ""Source of Aid 3"" of the package from February 28). Second, the minister of defense stated on March 28 that Luxembourg sent more than what is listed above, including protective vests and gas masks. Source of aid 4, published at the end of 2022, specifies what was delivered, and even though we cannot track when each particular item was delivered, we assume that all of them, except GRAD missiles, were committed in the biggest package."
Luxembourg,28.02.22,50.000.000,EUR,Military,Weapons and equipment,Allocation,"Following ""Source of Aid 1"", Luxembourg's defense minister stated on April 25 that the country has provided 50 million EUR in military and financial support to Ukraine until this date. As the government does not provide a detailed breakdown of the total amount (see ""Source of Aid 1""), we report the total as military support. Here, we list the two announcements that belong to this 50 million EUR package. First, on February 28 it was announced that Luxembourg would send lethal weapons and equipment. We do not include the military equipment provided to NATO since this is not a direct flow into Ukraine (i.e. not a sovereign-to-sovereign flow). For the same reson, we do not include Luxembourg's contribution to the European funding of 250 million EUR, which refers probably to the EU Civil Protection Mechanism (see ""Source of Aid 2"" and ""Source of Aid 3"" of the package from February 28). Second, the minister of defense stated on March 28 that Luxembourg sent more than what is listed above, including protective vests and gas masks. Source of aid 4, published at the end of 2022, specifies what was delivered, and even though we cannot track when each particular item was delivered, we assume that all of them, except GRAD missiles, were committed in the biggest package."
Luxembourg,28.02.22,50.000.000,EUR,Military,Weapons and equipment,Allocation,"Following ""Source of Aid 1"", Luxembourg's defense minister stated on April 25 that the country has provided 50 million EUR in military and financial support to Ukraine until this date. As the government does not provide a detailed breakdown of the total amount (see ""Source of Aid 1""), we report the total as military support. Here, we list the two announcements that belong to this 50 million EUR package. First, on February 28 it was announced that Luxembourg would send lethal weapons and equipment. We do not include the military equipment provided to NATO since this is not a direct flow into Ukraine (i.e. not a sovereign-to-sovereign flow). For the same reson, we do not include Luxembourg's contribution to the European funding of 250 million EUR, which refers probably to the EU Civil Protection Mechanism (see ""Source of Aid 2"" and ""Source of Aid 3"" of the package from February 28). Second, the minister of defense stated on March 28 that Luxembourg sent more than what is listed above, including protective vests and gas masks. Source of aid 4, published at the end of 2022, specifies what was delivered, and even though we cannot track when each particular item was delivered, we assume that all of them, except GRAD missiles, were committed in the biggest package."
Luxembourg,28.02.22,50.000.000,EUR,Military,Weapons and equipment,Allocation,"Following ""Source of Aid 1"", Luxembourg's defense minister stated on April 25 that the country has provided 50 million EUR in military and financial support to Ukraine until this date. As the government does not provide a detailed breakdown of the total amount (see ""Source of Aid 1""), we report the total as military support. Here, we list the two announcements that belong to this 50 million EUR package. First, on February 28 it was announced that Luxembourg would send lethal weapons and equipment. We do not include the military equipment provided to NATO since this is not a direct flow into Ukraine (i.e. not a sovereign-to-sovereign flow). For the same reson, we do not include Luxembourg's contribution to the European funding of 250 million EUR, which refers probably to the EU Civil Protection Mechanism (see ""Source of Aid 2"" and ""Source of Aid 3"" of the package from February 28). Second, the minister of defense stated on March 28 that Luxembourg sent more than what is listed above, including protective vests and gas masks. Source of aid 4, published at the end of 2022, specifies what was delivered, and even though we cannot track when each particular item was delivered, we assume that all of them, except GRAD missiles, were committed in the biggest package."
Luxembourg,28.02.22,50.000.000,EUR,Military,Weapons and equipment,Allocation,"Following ""Source of Aid 1"", Luxembourg's defense minister stated on April 25 that the country has provided 50 million EUR in military and financial support to Ukraine until this date. As the government does not provide a detailed breakdown of the total amount (see ""Source of Aid 1""), we report the total as military support. Here, we list the two announcements that belong to this 50 million EUR package. First, on February 28 it was announced that Luxembourg would send lethal weapons and equipment. We do not include the military equipment provided to NATO since this is not a direct flow into Ukraine (i.e. not a sovereign-to-sovereign flow). For the same reson, we do not include Luxembourg's contribution to the European funding of 250 million EUR, which refers probably to the EU Civil Protection Mechanism (see ""Source of Aid 2"" and ""Source of Aid 3"" of the package from February 28). Second, the minister of defense stated on March 28 that Luxembourg sent more than what is listed above, including protective vests and gas masks. Source of aid 4, published at the end of 2022, specifies what was delivered, and even though we cannot track when each particular item was delivered, we assume that all of them, except GRAD missiles, were committed in the biggest package."
Luxembourg,28.02.22,50.000.000,EUR,Military,Weapons and equipment,Allocation,"Following ""Source of Aid 1"", Luxembourg's defense minister stated on April 25 that the country has provided 50 million EUR in military and financial support to Ukraine until this date. As the government does not provide a detailed breakdown of the total amount (see ""Source of Aid 1""), we report the total as military support. Here, we list the two announcements that belong to this 50 million EUR package. First, on February 28 it was announced that Luxembourg would send lethal weapons and equipment. We do not include the military equipment provided to NATO since this is not a direct flow into Ukraine (i.e. not a sovereign-to-sovereign flow). For the same reson, we do not include Luxembourg's contribution to the European funding of 250 million EUR, which refers probably to the EU Civil Protection Mechanism (see ""Source of Aid 2"" and ""Source of Aid 3"" of the package from February 28). Second, the minister of defense stated on March 28 that Luxembourg sent more than what is listed above, including protective vests and gas masks. Source of aid 4, published at the end of 2022, specifies what was delivered, and even though we cannot track when each particular item was delivered, we assume that all of them, except GRAD missiles, were committed in the biggest package."
Luxembourg,28.02.22,50.000.000,EUR,Military,Weapons and equipment,Allocation,"Following ""Source of Aid 1"", Luxembourg's defense minister stated on April 25 that the country has provided 50 million EUR in military and financial support to Ukraine until this date. As the government does not provide a detailed breakdown of the total amount (see ""Source of Aid 1""), we report the total as military support. Here, we list the two announcements that belong to this 50 million EUR package. First, on February 28 it was announced that Luxembourg would send lethal weapons and equipment. We do not include the military equipment provided to NATO since this is not a direct flow into Ukraine (i.e. not a sovereign-to-sovereign flow). For the same reson, we do not include Luxembourg's contribution to the European funding of 250 million EUR, which refers probably to the EU Civil Protection Mechanism (see ""Source of Aid 2"" and ""Source of Aid 3"" of the package from February 28). Second, the minister of defense stated on March 28 that Luxembourg sent more than what is listed above, including protective vests and gas masks. Source of aid 4, published at the end of 2022, specifies what was delivered, and even though we cannot track when each particular item was delivered, we assume that all of them, except GRAD missiles, were committed in the biggest package."
